,Unnamed: 0,food_id,food_name,calcium,calories,carbohydrate,fat,potassium,protein,serving_description,sodium,sugar,vitamin_a,vitamin_c
7759,44184,6778,Summer Squash Casserole with Rice and Tomato Sauce,2,47,10.23,0.28,204,1.41,100 g,248,2.6,4,8
7760,44188,6779,Creamed Summer Squash,6,72,6.3,4.54,177,2.11,100 g,146,3.32,5,6
7761,44192,6780,Creamed Summer Squash (from Frozen),6,68,6.24,4.09,197,2.2,100 g,135,2.88,5,6
7762,44196,6781,Creamed Summer Squash (from Canned),5,62,5.24,3.94,118,1.79,100 g,133,2.35,4,3
7763,44200,6782,Summer Squash Souffle,6,122,6.98,8.64,171,4.41,100 g,243,3.04,10,3
7764,44204,6783,Creamed Turnips (from Frozen),7,78,6.49,4.86,170,2.56,100 g,177,3.24,3,4
7765,44208,6784,Creamed Turnips (from Canned),7,78,6.89,4.77,168,2.1,100 g,166,3.6,3,11
7767,44217,6786,"Breaded Vegetable Sticks (Including Corn, Carrots and Green Beans)",2,205,30.33,8.08,169,4.05,100 g,627,1.96,67,6
7768,44223,6787,Vegetable Tempura,2,161,13.78,10.09,172,4.23,100 g,35,1.36,24,5
7769,44228,6796,Cucumber Pickles,3,81,18.79,0.2,200,0.9,100 g,673,8.97,3,15
7771,44236,6798,Horseradish,6,48,11.29,0.69,246,1.18,100 g,314,7.99,0,42
7772,44246,6799,Reduced Salt Sweet Cucumber Pickles,0,122,33.73,0.26,32,0.37,100 g,18,14.63,15,2
7774,44254,6801,"Cooked Mixed Vegetables (Corn, Lima Beans, Peas, Green Beans and Carrots, Fat Not Added in Cooking)",3,65,13.02,0.15,168,2.84,100 g,238,3.14,85,5
7775,44258,6802,Cooked Peas and Onions,1,61,8.4,2.18,114,2.46,100 g,323,3.65,22,11
7776,44262,6803,Creamed Turnips,7,78,6.89,4.77,168,2.1,100 g,166,3.6,3,11
7778,44270,6805,Pickled Green String Beans,3,28,6.3,0.1,187,1.59,100 g,237,1.25,12,20
7779,44274,6806,Pickled Red Cabbage,5,151,37.11,0.08,221,0.57,100 g,24,35.0,7,34
7780,44281,6807,Pickled Mushrooms,0,21,2.91,0.29,253,2.65,100 g,225,1.46,0,2
7781,44285,6808,Mustard Sauce,2,246,9.91,22.48,78,1.04,100 g,734,7.92,1,2
7782,44295,6809,Black Olives,9,105,6.06,9.54,8,0.88,100 g,880,0.0,8,2
7783,44300,6810,Pickled Peppers,1,38,9.14,0.18,163,0.8,100 g,146,6.85,26,167
7784,44307,6811,Pickled Hot Pepper,1,50,11.7,0.24,261,1.52,100 g,847,8.08,15,234
7785,44316,6812,Pickles,1,18,4.12,0.19,116,0.62,100 g,1282,3.51,4,3
7786,44320,6813,Hawaiian Style Pickled Radishes,3,28,5.2,0.3,333,1.1,100 g,789,2.0,0,0
7787,44324,6814,Recaito (Puerto Rican Little Coriander),6,23,3.67,0.52,443,2.13,100 g,44,0.87,135,25
7788,44328,6815,Hawaiian Style Pickled Vegetables,4,35,6.87,0.37,197,1.03,100 g,1061,2.74,6,0
7789,44332,6816,Japanese Pickles Tsukemono,4,29,5.44,0.2,593,1.35,100 g,533,1.65,2,1
7790,44336,6817,Pickled Zucchini,2,37,8.57,0.24,206,1.05,100 g,168,6.37,6,32
7791,44340,6818,Cream of Soup,7,75,7.23,4.26,138,2.45,100 g,342,4.75,2,19
7792,44344,6819,Cream of Asparagus Soup,4,48,5.52,2.16,107,1.75,100 g,410,1.65,5,2
7793,44349,6821,Beet Soup (Borscht),7,60,6.64,2.64,143,2.55,100 g,417,2.91,6,2
7794,44352,6821,Beet Soup (Borscht),2,32,3.37,1.64,118,1.37,100 g,202,2.08,1,6
7795,44356,6822,Cabbage Soup,1,29,3.14,1.33,163,1.6,100 g,129,1.65,3,10
7796,44360,6823,Cream of Cauliflower Soup (Prepared with Milk),9,79,6.2,4.76,141,3.04,100 g,110,4.07,5,15
7797,44365,6825,Cream of Celery Soup (Prepared with Water),7,61,5.88,3.25,123,2.29,100 g,404,3.23,4,0
7798,44369,6826,Cream of Corn Soup (Prepared with Water),2,37,3.62,2.29,50,0.68,100 g,390,0.69,3,0
7799,44373,6827,Cream of Cucumber Soup (Prepared with Milk),5,67,6.63,3.76,89,2.18,100 g,248,2.28,3,2
7800,44376,6827,Cream of Cucumber Soup (Prepared with Milk),9,79,6.19,4.85,139,2.88,100 g,111,4.21,6,1
7801,44380,6828,Mushroom Soup,2,53,3.81,3.68,41,0.95,100 g,361,0.6,0,1
7802,44385,6830,Low Sodium Cream of Mushroom Soup (Prepared with Water),1,44,3.46,3.03,32,0.83,100 g,333,0.75,0,0
7803,44389,6831,Reduced Sodium Canned Cream of Mushroom Soup (Prepared with Milk),2,53,4.53,3.7,41,1.0,100 g,20,1.72,0,1
7804,44393,6832,Mushroom Soup (Made From Dry Mix),6,51,6.43,1.84,263,2.24,100 g,214,3.62,2,0
7805,44396,6832,Mushroom Soup (Made From Dry Mix),3,38,4.4,1.92,79,0.88,100 g,403,0.19,1,1
7806,44401,6834,"Reduced Sodium Cream of Mushroom Soup (Undiluted, Canned)",1,27,4.17,0.87,192,0.62,100 g,198,1.1,0,0
7807,44404,6835,Cream Of onion Soup (Prepared with Milk),1,52,8.1,1.69,374,1.21,100 g,383,2.13,0,0
7808,44408,6836,French Onion Soup,7,69,7.59,3.12,123,2.74,100 g,405,4.39,3,1
7809,44411,6836,French Onion Soup,14,153,16.32,6.86,153,6.6,100 g,386,1.48,3,2
7810,44415,6837,Onion Soup (Made From Dry Mix),1,11,2.06,0.23,26,0.45,100 g,345,0.95,0,0
7811,44418,6839,Pea Soup (Prepared with Milk),14,303,60.32,5.09,721,7.48,100 g,8031,19.66,0,37
7812,44421,6839,Pea Soup (Prepared with Milk),7,89,12.72,2.12,147,4.97,100 g,381,5.86,2,1
7813,44426,6849,"Cooked Vegetables Type Stew (Including Potatoes, Carrots, Onions, Celery, Fat Not Added in Cooking)",1,66,10.6,1.17,76,3.44,100 g,367,3.26,2,1
7814,44430,6850,"Cooked Oriental Style Vegetable Combinations (Broccoli, Green Pepper, Water Chestnut)",2,49,10.73,0.34,241,1.29,100 g,41,2.51,122,10
7815,44433,6850,"Cooked Oriental Style Vegetable Combinations (Broccoli, Green Pepper, Water Chestnut)",2,58,7.44,2.59,259,2.47,100 g,251,2.7,19,60
7816,44437,6851,"Jai Monk's Food (Mushrooms, Lily Roots, Bean Curd, Water Chestnuts)",5,89,15.68,1.96,341,4.78,100 g,15,3.48,0,10
7817,44440,6852,Dried Vegetable Mixture,29,371,56.31,10.69,1795,20.08,100 g,509,20.47,80,349
7818,44444,6853,Asparagus Creamed or with Cheese Sauce (Canned),10,76,3.62,5.28,163,4.39,100 g,328,1.63,15,20
7819,44448,6854,Immature Lima Beans Creamed or with Cheese Sauce,13,149,17.32,5.41,421,8.04,100 g,157,2.26,8,11
7820,44452,6855,Cooked Immature Lima Beans with Mushroom Sauce,3,91,13.1,2.63,196,4.09,100 g,288,1.74,2,11
7821,44456,6856,Green String Beans Creamed or with Cheese Sauce (from Frozen),15,108,6.56,7.19,131,5.07,100 g,181,2.01,11,4
7822,44460,6857,Cooked Green String Beans with Mushroom Sauce,4,55,6.38,2.83,101,1.73,100 g,287,1.74,6,3
7823,44464,6858,Cooked Green String Beans with Mushroom Sauce (from Fresh),4,59,7.02,2.97,109,1.92,100 g,293,1.9,7,7
7824,44468,6859,Cooked Green String Beans with Mushroom Sauce (Canned),3,51,5.48,2.8,93,1.57,100 g,404,1.62,5,3
7825,44472,6860,Yellow String Beans Creamed or with Cheese Sauce (from Frozen),15,108,6.56,7.19,131,5.07,100 g,181,2.01,6,4
7826,44477,6861,Creamed Cauliflower (from Frozen),11,89,4.74,6.06,139,4.56,100 g,158,1.76,4,35
7829,44490,6864,Creamed Mushrooms (from Frozen),6,79,6.9,4.89,141,2.75,100 g,393,3.16,3,1
7830,44494,6865,Creamed Mushrooms (Canned),6,79,6.9,4.89,141,2.75,100 g,393,3.16,3,1
7831,44499,6866,Fried Batter-Dipped Okra,7,188,14.26,14.06,219,2.58,100 g,132,3.19,5,19
7832,44503,6867,Creamed Onions,6,82,9.78,4.09,162,2.28,100 g,134,4.47,2,6
7833,44507,6868,Pea Salad,3,234,10.24,19.57,178,4.96,100 g,210,3.87,13,34
7834,44511,6869,Pea Salad with Cheese,16,267,8.51,22.19,163,8.81,100 g,289,3.22,15,28
7835,44515,6870,Creamed Peas,7,112,12.8,4.79,221,4.69,100 g,157,5.24,12,14
7836,44519,6871,Creamed Peas (Canned),6,102,11.14,4.71,166,4.17,100 g,295,4.24,9,9
7837,44523,6872,Cooked Peas with Mushroom Sauce (Canned),3,73,9.59,2.64,128,3.23,100 g,384,3.21,6,8
7838,44527,6873,Creamed Summer Squash (from Fresh),6,72,6.3,4.54,177,2.11,100 g,146,3.32,5,6
7839,44531,6874,"Cooked Vegetable Combination with Soy-Based Sauce (Including Carrots, Broccoli, and/or Dark-Green Leafy)",3,45,9.66,0.27,236,2.19,100 g,506,3.92,68,60
7840,44535,6875,Cooked Vegetable Combination with Soy-Based Sauce,2,62,13.19,0.34,239,3.06,100 g,498,4.32,11,52
7841,44539,6876,"Cooked Vegetable Combination with Cream Sauce (Including Carrots, Broccoli, and/or Dark-Green Leafy)",7,86,7.86,5.17,173,2.85,100 g,326,3.37,49,25
7842,44543,6877,Cooked Vegetable Combination with Cream Sauce,7,114,13.26,5.32,192,4.05,100 g,342,3.75,10,8
7843,44547,6878,"Cooked Vegetable Combination with Butter Sauce (Including Carrots, Broccoli, and/or Dark-Green Leafy)",3,112,8.13,8.6,194,1.78,100 g,308,1.4,55,34
7844,44551,6879,Cooked Vegetable Combinations with Butter Sauce and Pasta,1,117,18.08,3.79,173,3.8,100 g,497,2.44,14,37
7845,44555,6880,Corn Relish,2,85,19.15,0.58,185,1.76,100 g,377,10.37,8,41
7846,44567,6881,Sweet Cucumber Pickles,0,117,31.81,0.26,32,0.37,100 g,939,14.63,15,2
7847,44571,6882,Mixed Pickles,0,137,36.94,0.5,26,0.39,100 g,855,16.84,17,2
7848,44575,6883,Pickled Seaweed,8,155,37.32,0.2,187,1.31,100 g,146,33.8,13,5
7849,44579,6884,Cooked Immature Lima Beans with Mushroom Sauce (Canned),3,101,15.31,2.61,334,4.47,100 g,374,1.89,4,9
7850,44583,6885,Beets with Harvard Sauce,1,118,21.86,3.17,226,1.18,100 g,239,19.29,3,4
7851,44587,6886,Cooked Corn with Cream Sauce (made with Milk),6,128,17.08,5.99,202,3.58,100 g,187,3.77,6,6
7852,44591,6887,Creamed Peas (from Fresh),7,112,12.8,4.79,221,4.69,100 g,157,5.24,12,14
7853,44595,6888,Cooked Vegetable Combinations with Cheese Sauce,6,88,13.16,2.64,240,4.3,100 g,750,3.87,18,53
7854,44599,6889,Japanese Style Pickled Cabbage,5,30,5.67,0.1,853,1.6,100 g,277,1.3,4,1
7855,44604,6899,"Mushroom Soup (Undiluted, Canned)",6,68,5.73,3.97,105,2.44,100 g,347,3.28,2,0
7857,44611,6901,Cream of Mushroom Soup,1,35,3.81,1.65,65,1.29,100 g,399,1.17,2,1
7858,44614,6901,Cream of Mushroom Soup,4,56,4.6,3.5,69,1.64,100 g,340,2.03,1,0
7859,44619,6903,"Cream of Onion Soup (Undiluted, Canned)",7,80,6.17,4.69,137,3.4,100 g,412,3.21,2,0
7860,44622,6904,Pea Soup,3,88,10.4,4.2,98,2.2,100 g,760,3.64,2,2
7861,44625,6904,Pea Soup,1,66,10.6,1.17,76,3.44,100 g,367,3.26,2,1
7862,44629,6905,Cream Of Zucchini Soup (Prepared with Milk),8,68,5.81,3.95,177,2.46,100 g,112,3.74,12,3
7863,44634,6907,Low Sodium Vegetable Soup (made From Dry Mix),1,34,5.44,0.79,80,1.23,100 g,337,0.83,17,2
7864,44637,6907,Low Sodium Vegetable Soup (made From Dry Mix),2,22,4.8,0.3,166,0.8,100 g,52,1.6,1,4
7865,44641,6908,Vegetable Soup (Home Recipe),2,42,5.13,1.9,217,1.76,100 g,249,1.56,13,6
7866,44645,6909,Vegetable Noodle Soup (Home Recipe),2,50,6.23,2.12,193,2.02,100 g,253,1.51,13,5
7868,44654,6912,Vegetable Noodle Soup (Prepared with Water),1,32,4.17,0.78,71,2.29,100 g,326,0.46,32,2
7876,44684,6919,Vegetarian Vegetable Soup (Prepared with Water),1,30,4.97,0.8,87,0.88,100 g,343,1.59,29,1
7877,44688,6920,Spanish Stew Type Vegetable Soup,2,83,7.93,2.89,239,6.46,100 g,357,1.64,14,15
7878,44692,6921,Chunky Style Vegetable Soup,2,51,7.92,1.54,165,1.46,100 g,421,1.64,49,4
7879,44699,6923,Baby Food Carrots,9,37,5.7,1.3,191,2.5,100 g,49,2.33,83,15
7880,44704,6923,Baby Food Carrots,2,30,6.6,0.15,199,0.8,100 g,43,3.4,233,9
7881,44717,6925,Baby Food Junior Carrots,2,27,6.0,0.1,196,0.8,100 g,37,3.64,229,10
7882,44725,6926,Creamed Brussels Sprouts,2,32,7.2,0.2,202,0.8,100 g,49,3.16,236,9
7883,44729,6926,Creamed Brussels Sprouts,7,85,8.02,5.01,245,3.12,100 g,169,2.9,12,58
7884,44734,6927,Creamed Brussels Sprouts (from Frozen),7,89,8.7,4.96,230,3.73,100 g,166,3.1,13,43
7885,44738,6928,Creamed Mushrooms,6,79,6.9,4.89,141,2.75,100 g,393,3.16,3,1
7886,44742,6929,Cooked Peas with Mushroom Sauce (from Fresh),3,81,11.04,2.64,176,3.67,100 g,262,4.08,9,12
7887,44748,6930,Fried Breaded or Battered Yellow or Green Summer Squash,3,167,11.32,13.07,199,2.03,100 g,124,3.39,3,14
7888,44752,6931,Mustard Pickles,2,121,26.64,0.9,200,1.5,100 g,527,13.1,2,10
7889,44762,6932,Olives,8,117,5.4,11.27,18,0.92,100 g,1083,0.16,8,1
7891,44770,6934,Gazpacho,1,19,1.8,0.1,92,2.9,100 g,303,0.59,2,5
7894,44784,6938,Baby Food Toddler Carrots,1,64,7.18,1.84,156,4.64,100 g,371,1.17,32,7
7895,44789,6947,Baby Food Strained Creamed Corn,2,26,5.23,0.3,129,0.6,100 g,26,2.5,294,1
7896,44797,6948,Baby Food Strained Garden Vegetables Mixed Vegetables,2,57,14.1,0.4,90,1.4,100 g,43,1.23,2,4
7897,44805,6949,Baby Junior Food Peas,2,34,7.42,0.35,148,1.75,100 g,24,2.07,92,6
7898,44812,6950,Baby Food Toddler Peas,2,40,8.1,0.3,112,3.5,100 g,4,3.35,11,12
7899,44819,6951,Baby Food Toddler Potatoes,2,64,10.3,0.8,81,3.9,100 g,48,4.13,6,10
7900,44824,6952,Baby Food Strained Vegetables and Rice,0,52,11.73,0.1,110,1.0,100 g,57,0.91,0,18
7901,44829,6952,Baby Food Strained Vegetables and Rice,1,69,12.1,1.5,135,1.9,100 g,14,2.39,3,1
7912,44905,6964,Puerto Rican Style Fried Stuffed Potatoes (Rellenos De Papas),2,53,7.55,1.74,98,1.72,100 g,89,1.36,87,1
7913,44908,6964,Puerto Rican Style Fried Stuffed Potatoes (Rellenos De Papas),2,174,15.99,10.03,376,5.42,100 g,121,0.78,1,17
7915,44916,6966,Puerto Rican Style Ripe Plantain Fritters (Pionono),2,419,29.62,29.57,605,11.89,100 g,320,13.96,13,23
7916,44920,6967,Puerto Rican Style Tannier Fritters (Frituras De Yautia),17,236,26.31,11.28,610,7.58,100 g,197,0.61,3,6
7917,44924,6968,Wrap Sandwich Filled with Vegetables,7,168,22.74,6.6,183,4.54,100 g,286,2.08,26,21
7919,44933,6970,Creamed Brussels Sprouts (from Fresh),7,85,8.02,5.01,245,3.12,100 g,169,2.9,12,58
7920,44937,6971,Creamed Cabbage,7,79,6.58,5.05,123,2.29,100 g,305,3.56,4,19
7921,44942,6972,Cheese Filled Chiles ellenos ((Stuffed Chili Peppers),28,255,5.71,20.96,263,12.09,100 g,347,3.26,14,129
7922,44947,6973,Stuffed Mushrooms,16,281,26.28,14.64,377,11.56,100 g,592,3.86,6,8
7923,44955,6974,Fried Batter Dipped Mushrooms,2,219,13.91,17.39,208,3.3,100 g,159,3.89,1,2
7924,44963,6975,Baked or Fried Batter Dipped Onion Rings (from Fresh),9,329,31.98,19.39,207,6.76,100 g,471,4.9,0,4
7925,44968,6976,Baked Breaded or Battered Yellow or Green Summer Squash,3,71,12.83,1.5,226,2.3,100 g,141,3.84,4,16
7926,44972,6977,Puerto Rican Style Creamed Christophine (Chayote A La Crema),5,140,24.47,4.12,149,2.22,100 g,281,17.58,3,7
7927,44975,6978,Pickled Celery,3,14,2.69,0.15,212,0.61,100 g,256,1.64,8,3
7928,44980,6979,Pickled Cauliflower,2,44,10.11,0.2,205,1.5,100 g,192,7.15,5,53
7929,44990,6980,Green Olives,5,145,3.84,15.32,42,1.03,100 g,1556,0.54,8,0
7930,44995,6982,Cream of Leek Soup (Prepared with Milk),1,35,4.38,1.68,71,0.94,100 g,403,0.37,5,2
7931,44998,6982,Cream of Leek Soup (Prepared with Milk),7,69,7.59,3.12,123,2.74,100 g,405,4.39,3,1
7932,45002,6983,Vegetable Rice Soup (Prepared with Water),1,44,8.25,0.73,80,1.13,100 g,348,1.37,25,1
7934,45014,6986,Baby Food Strained Squash,7,64,8.53,2.22,168,3.02,100 g,102,1.5,113,34
7935,45026,6987,Baby Food Sweetpotatoes,2,24,5.6,0.2,179,0.8,100 g,2,2.23,40,13
7936,45031,6987,Baby Food Sweetpotatoes,2,58,13.55,0.1,253,1.1,100 g,21,4.14,131,16
7937,45037,6995,Unsalted Whipped Butter Tub,2,717,0.06,81.11,24,0.85,100 g,11,0.06,50,0
7938,45044,6996,Unsalted Whipped Butter Stick,2,717,0.06,81.11,24,0.85,100 g,11,0.06,50,0
7939,45052,6997,Salted Light Butter Stick,5,499,0.0,55.1,71,3.3,100 g,450,0.0,34,0
7940,45060,6998,Unsalted Light Butter Stick,5,499,0.0,55.1,71,3.3,100 g,36,0.0,34,0
7941,45068,6999,Margarine,2,526,0.0,59.17,30,0.6,100 g,785,0.0,71,0
7942,45075,7000,Salted Margarine Tub,3,716,0.6,80.4,38,0.8,100 g,1079,0.0,72,0
7943,45082,7001,Salted Liquid Margarine,7,721,0.0,80.6,94,1.9,100 g,781,0.0,72,1
7944,45090,7002,Salted Whipped Margarine Tub,3,716,0.6,80.4,38,0.8,100 g,1079,0.0,72,0
7945,45099,7003,Unsalted Margarine Stick,2,719,0.9,80.5,25,0.9,100 g,2,0.0,72,0
7946,45106,7004,Salted Margarine-Like Spread made with Yogurt Stick,2,630,0.5,70.0,25,0.3,100 g,590,0.0,72,0
7947,45112,7005,Unsalted Whipped Margarine Tub,3,716,0.5,80.4,38,0.8,100 g,28,0.0,72,0
7948,45119,7006,Salted Margarine-Like Spread Tub,2,531,0.0,60.0,30,0.6,100 g,785,0.0,71,0
7949,45125,7007,Unsalted Margarine-Like Spread Tub,2,531,0.0,60.0,30,0.6,100 g,28,0.0,71,0
7950,45133,7008,Salted Whipped Margarine-Like Spread Tub,2,531,0.0,60.0,30,0.6,100 g,785,0.0,71,0
7951,45140,7009,About 40% Fat Reduced Calorie Salted Margarine-Like Spread Tub,2,345,0.4,38.8,25,0.5,100 g,960,0.0,72,0
7952,45146,7010,About 40% Fat Reduced Calorie Salted made with Yogurt Margarine-Like Spread Tub,5,330,2.0,35.0,64,2.0,100 g,630,0.0,72,0
7953,45154,7011,About 40% Fat Reduced Calorie Salted Margarine-Like Spread Stick,2,356,0.0,40.0,30,0.6,100 g,994,0.0,72,0
7954,45160,7012,About 20% Fat Reduced Calorie Salted Margarine-Like Spread Tub,0,175,0.4,19.5,25,0.0,100 g,733,0.0,72,0
7955,45165,7013,Fat Free Salted Margarine-Like Liquid Spread,4,43,2.5,3.0,50,1.5,100 g,833,0.0,71,1
7956,45171,7014,Salted Vegetable Oil-Butter Spread Stick,2,537,0.0,60.63,30,0.61,100 g,779,0.0,71,0
7957,45179,7015,Baked or Fried Batter Dipped Onion Rings,9,329,31.98,19.39,207,6.76,100 g,471,4.9,0,4
7958,45183,7016,Creamed Peas (from Frozen),7,108,12.03,4.81,130,4.58,100 g,196,4.52,26,10
7959,45187,7017,Cooked Peas with Mushroom Sauce (from Frozen),3,78,10.34,2.67,95,3.56,100 g,297,3.43,22,8
7960,45191,7018,Summer Squash Casserole with Cheese Sauce,9,88,8.66,4.66,179,3.46,100 g,152,3.07,5,6
7961,45195,7019,Creamed Turnips (from Fresh),7,78,6.89,4.77,168,2.1,100 g,166,3.6,3,11
7962,45199,7020,"Cooked Vegetable Combinations with Pasta (Including Carrots, Broccoli, and/or Dark-Green Leafy)",2,82,16.48,0.53,191,3.72,100 g,530,2.66,52,38
7963,45203,7021,"Cooked Vegetable Combinations with Butter Sauce and Pasta (Including Carrots, Broccoli, and/or Dark-Green Leafy)",2,106,15.27,3.81,165,3.41,100 g,522,2.38,51,34
7964,45210,7022,Mustard,8,66,7.78,3.11,151,3.95,100 g,1120,2.84,3,5
7965,45215,7024,Leek Soup (made From Dry Mix),5,49,4.76,2.78,87,1.49,100 g,397,1.97,4,0
7966,45218,7024,Leek Soup (made From Dry Mix),1,28,4.5,0.81,35,0.83,100 g,380,0.76,0,2
7969,45233,7028,Salted Margarine-Like Liquid Spread,0,65,16.25,0.4,81,1.4,100 g,52,1.48,1,4
7970,45239,7028,Salted Margarine-Like Liquid Spread,2,621,0.0,70.0,30,0.29,100 g,994,0.0,72,0
7971,45245,7029,About 20% Fat Reduced Calorie Unsalted Margarine-Like Spread Tub,0,175,0.4,19.5,25,0.0,100 g,0,0.0,72,0
7972,45251,7030,Salted Vegetable Oil-Butter Spread Tub,2,362,1.0,40.0,36,1.0,100 g,786,0.0,71,0
7973,45257,7031,Reduced Calorie Salted Vegetable Oil-Butter Spread Stick,1,465,0.0,53.0,6,0.0,100 g,581,0.0,72,0
7974,45265,7032,Salted Butter-Margarine Blend Stick,1,711,1.0,79.94,21,0.52,100 g,615,0.03,61,0
7975,45272,7033,Salted Butter-Margarine Blend Tub,3,718,0.65,80.7,36,0.88,100 g,897,0.0,72,0
7976,45280,7034,Unsalted Butter-Margarine Blend Stick,3,718,0.6,80.7,37,0.9,100 g,28,0.0,72,0
7977,45284,7035,Lard,0,902,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7978,45288,7036,Vegetable Shortening,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7979,45292,7037,Animal Shortening,0,902,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7980,45297,7038,Lemon-Butter Sauce,1,752,1.12,84.9,49,0.46,100 g,5,0.26,63,20
7981,45302,7039,Hollandaise Sauce,5,417,1.8,44.25,52,4.76,100 g,276,0.4,31,7
7982,45307,7040,Bernaise Sauce,4,368,2.17,37.99,60,4.12,100 g,438,0.57,26,7
7983,45312,7048,Vegetable Oil,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7984,45317,7049,Cottonseed Oil,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7985,45322,7050,Flaxseed Oil,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7986,45327,7051,Olive Oil,0,884,0.0,100.0,1,0.0,100 g,2,0.0,0,0
7987,45332,7052,Safflower Oil,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7988,45337,7053,Sesame Oil,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7989,45342,7054,Soybean and Sunflower Oil,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7990,45347,7055,Wheat Germ Oil,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
7991,45352,7056,Blue or Roquefort Cheese Dressing,8,504,7.4,52.3,37,4.8,100 g,1094,3.6,5,3
7993,45363,7058,Caesar Dressing,2,528,3.1,57.7,29,1.2,100 g,1078,1.31,0,0
7994,45368,7059,Coleslaw Dressing,1,390,23.8,33.4,9,0.9,100 g,710,20.11,1,0
7995,45373,7060,Feta Cheese Dressing,15,552,2.17,59.25,42,4.15,100 g,386,1.26,3,2
7996,45379,7061,Italian Dressing (made with Vinegar and Oil),1,291,10.43,28.37,48,0.38,100 g,1654,8.32,1,0
7997,45384,7062,Mayonnaise (made with Tofu),5,322,3.75,31.54,66,5.84,100 g,773,1.41,1,0
7998,45389,7063,Imitation Mayonnaise,0,232,16.0,19.2,10,0.3,100 g,497,6.0,0,0
7999,45394,7064,Cholesterol Free Imitation Mayonnaise,0,482,15.8,47.7,10,0.1,100 g,353,6.0,0,0
8000,45399,7065,Russian Dressing,2,355,31.01,26.18,173,1.6,100 g,941,21.61,18,8
8001,45407,7066,Mayonnaise-Type Salad Dressing,1,390,23.9,33.4,9,0.9,100 g,711,6.4,4,0
8002,45413,7067,Cholesterol Free Mayonnaise-Type Salad Dressing,1,688,0.3,77.8,14,0.0,100 g,486,0.3,0,0
8003,45417,7068,Pickled Okra,7,29,6.13,0.09,241,1.72,100 g,227,1.07,6,23
8004,45423,7069,Tabasco Sauce,1,20,5.0,0.1,564,0.7,100 g,25,2.55,12,113
8005,45426,7070,Pickled Vegetables,2,26,5.69,0.16,213,1.03,100 g,211,2.96,92,55
8006,45430,7071,Cream of Vegetable Soup (Prepared with Milk),12,85,8.89,3.95,171,3.71,100 g,475,6.25,19,3
8007,45438,7073,Baby Food Junior Garden Vegetables Mixed Vegetables,2,24,5.6,0.2,185,0.8,100 g,1,2.2,40,13
8009,45451,7075,Puerto Rican Style Green Plantain with Cracklings (Mofongo),1,71,8.81,2.95,116,1.92,100 g,49,1.77,46,1
8010,45455,7075,Puerto Rican Style Green Plantain with Cracklings (Mofongo),1,348,27.35,22.84,531,11.02,100 g,622,12.69,10,18
8011,45459,7076,Puerto Rican Style Cassava Pasteles (Pasteles De Yuca),3,254,19.05,16.96,273,6.67,100 g,967,1.84,2,25
8013,45472,7078,Almond Oil,0,884,0.0,100.0,0,0.0,100 g,0,0.0,0,0
8014,45481,7079,Regular Mayonnaise,2,717,3.9,78.2,34,1.1,100 g,568,0.48,6,0
8015,45486,7080,Cream Cheese Dressing,2,410,5.55,43.02,34,1.79,100 g,1426,4.78,6,0
8016,45491,7081,"Milk, Vinegar and Sugar Dressing",11,131,21.54,3.22,159,2.9,100 g,47,21.31,2,1
8017,45496,7082,Poppy Seed Dressing,2,445,20.75,40.99,13,0.22,100 g,433,13.34,0,0
8018,45503,7083,Peppercorn Dressing,2,564,3.5,61.4,176,1.2,100 g,1065,2.45,1,1
8019,45508,7084,Celery Seed Dressing,4,622,21.02,60.74,143,0.89,100 g,589,17.04,9,8
8020,45513,7085,Sesame Dressing,2,443,8.6,45.2,157,3.1,100 g,1000,8.32,1,0
8021,45519,7086,Thousand Island Dressing,2,370,14.64,35.06,107,1.09,100 g,863,15.18,4,0
8022,45524,7087,Yogurt Dressing,10,74,7.22,3.72,142,2.83,100 g,417,6.24,2,5
8023,45529,7088,Low Calorie Blue or Roquefort Cheese Dressing,9,99,2.9,7.2,5,5.1,100 g,1200,2.82,0,1
8024,45535,7096,Reduced Calorie Italian Dressing,1,200,6.7,20.0,33,0.3,100 g,1421,1.94,0,1
8025,45542,7098,Low Calorie Russian Dressing,3,47,8.75,0.87,102,0.97,100 g,1129,8.85,2,1
8026,45546,7098,Low Calorie Russian Dressing,2,141,27.6,4.0,157,0.5,100 g,868,21.87,1,10
8027,45552,7099,Cholesterol Free Fat Free Reduced Calorie Thousand Island Dressing,1,132,29.27,1.45,122,0.55,100 g,729,16.83,0,0
8028,45557,7100,Korean Dressing or Marinade,2,34,7.21,0.48,162,1.1,100 g,274,1.06,4,59
8029,45563,7101,Diet Creamy Dressing (made with Sour Cream and/or Buttermilk and Oil),2,209,6.82,20.26,27,0.42,100 g,1379,6.61,0,0
